pose_name,left_elbow_angle,right_elbow_angle,left_knee_angle,right_knee_angle,left_shoulder_angle,right_shoulder_angle,left_hip_angle,right_hip_angle
Boat_Pose_or_Paripurna_Navasana_,162.56376836440245,165.2276346815777,171.46016688634847,170.62722510965665,67.37279029444356,73.19416044773523,67.8626580295529,65.94392956542328
Boat_Pose_or_Paripurna_Navasana_,154.30607846192143,170.50723792670334,159.1911228414269,171.79912110902555,101.89714303635513,101.3479294070648,45.1238945645047,57.002348293960644
Boat_Pose_or_Paripurna_Navasana_,160.2827260467943,160.03056586085685,176.71191807141278,170.83367900227339,23.64510530183056,32.74611914264246,97.15098653630915,95.30092661014298
Boat_Pose_or_Paripurna_Navasana_,149.12601146099027,168.06051674120238,165.14675993981257,167.41089623920882,7.6251247098682535,38.960556530882336,79.12802322516244,71.97747449615598
Boat_Pose_or_Paripurna_Navasana_,171.24613689544256,174.87679632176628,167.14479466877876,166.05998264435635,4.092484173164412,28.990451830665382,161.78520498720377,174.03141477777203
Boat_Pose_or_Paripurna_Navasana_,148.1483746175122,152.41336373966752,178.63640252342373,179.35827781552558,60.43557924578894,58.89296546364878,46.35414783772244,48.7676673377301
Boat_Pose_or_Paripurna_Navasana_,153.4068306778852,150.25521166032846,118.47989180601768,173.7025713471132,13.948786774728763,9.760395954032752,109.50267065040515,133.51703144701688
Boat_Pose_or_Paripurna_Navasana_,160.080447294017,177.375759318054,173.0230886649089,161.19998677991538,100.73429777805362,115.61838578637615,55.2984080421036,29.442641235855252
Boat_Pose_or_Paripurna_Navasana_,168.17207967190885,171.24474914264954,175.7528263169583,177.85828292695393,53.53108621635765,50.183477623711084,70.14698034188807,77.8429499292155
Boat_Pose_or_Paripurna_Navasana_,178.7542906187051,150.12894548962268,172.41401542721883,175.48444862398046,49.94327875599835,33.97115032834578,101.74991795504397,102.5463987694601
Boat_Pose_or_Paripurna_Navasana_,149.77519145049476,157.29065657866607,143.159092772835,142.11583353734517,48.886444506247344,54.59619277790553,55.68325075796521,53.96719949633563
Boat_Pose_or_Paripurna_Navasana_,177.70706563267152,176.88959569090775,166.03204843654177,168.11551581967404,82.71907770425184,84.69085269255677,51.51735496843112,50.15123265435973
Boat_Pose_or_Paripurna_Navasana_,168.30421433264328,165.09741946585982,106.40607137938437,101.7421733335516,31.071841927826892,36.201752099724956,78.28932856987593,67.39210006488071
Boat_Pose_or_Paripurna_Navasana_,92.1888178880311,109.79772126894244,95.08460598295252,96.00470687659384,9.518419722686323,14.437960298574373,46.57366291915673,43.70376746240798
Boat_Pose_or_Paripurna_Navasana_,147.28360271233,151.2524283861665,155.0124194517163,151.32655777490294,21.245045073800625,28.161396841741183,48.73188375286578,43.79021664643179
Boat_Pose_or_Paripurna_Navasana_,160.12419974321475,155.0132836761259,166.0074718265249,157.10052254846178,11.095134635950494,8.456977724458087,134.68891293536421,131.2011446128425
Boat_Pose_or_Paripurna_Navasana_,156.14509094603724,174.3754413437255,175.66360777113235,179.5352456887834,51.218587048388265,58.57757063263407,61.96057214799021,64.285247039011
Boat_Pose_or_Paripurna_Navasana_,152.05812005188542,149.9908153376261,164.05104835249242,164.3723073346224,38.06723652202533,42.26149393989829,58.79291224156549,58.42005530252651
Boat_Pose_or_Paripurna_Navasana_,160.5145878144979,155.6462218660221,117.69894191104821,119.71524526485129,54.18534556639942,53.65619282656963,45.09567443165308,45.734074522001194
Boat_Pose_or_Paripurna_Navasana_,176.15780729654327,162.15308921083684,179.9744678297222,171.10007788409567,41.37925177801896,30.608643986826657,81.21802582125896,82.70493702031108
Boat_Pose_or_Paripurna_Navasana_,156.28863003733724,155.27965676296273,113.80334905652701,111.324982157784,36.27133548173118,39.979583866880624,54.36228942395029,48.37456861732484
Boat_Pose_or_Paripurna_Navasana_,140.3090443961908,139.37438703767458,178.1613719366294,166.47363830863452,31.332354766058355,29.56010104784267,71.13866687470956,62.97983851828707
Boat_Pose_or_Paripurna_Navasana_,179.54339430669776,175.10556186455588,177.5477968752725,164.16037120266458,22.02261745962447,20.02196442425161,177.1528349209822,162.11783330427426
Boat_Pose_or_Paripurna_Navasana_,178.92772630197015,176.57874085004087,173.06549158694546,173.2409988477695,55.376325422550835,53.61024091390671,63.15670434258071,65.79537407947784
Boat_Pose_or_Paripurna_Navasana_,142.76698355341495,152.4296403562752,165.44974765904402,171.1876573124022,44.64814573257085,53.78664330452502,56.064245954444196,54.75084191868434
Boat_Pose_or_Paripurna_Navasana_,159.9478295435527,166.73637268232108,171.84592746697004,172.6001404833891,82.26433242492843,87.30462284180416,50.6086648218194,43.13091654159931
Boat_Pose_or_Paripurna_Navasana_,153.3016564206668,157.68383940962124,173.90246315063428,173.3765845595343,62.60242679821009,62.17764977942635,59.8692837826361,63.87861430001545
Boat_Pose_or_Paripurna_Navasana_,163.42897787743013,159.51185920342152,172.60515113658073,170.4477825989093,58.39836451598056,54.13809802896059,57.85844803359902,59.111409708369564
Boat_Pose_or_Paripurna_Navasana_,176.26293717294462,167.4596030759534,177.11787860083678,171.3510210199512,13.471645245077305,4.620401865479964,110.14778413470216,109.7281825603182
Boat_Pose_or_Paripurna_Navasana_,173.8350606219021,177.89016565520816,179.93319155865836,169.15667837223572,134.2499954963931,131.2436320301956,23.135544691726547,18.330453433828012
Boat_Pose_or_Paripurna_Navasana_,147.0283285265122,144.15901578754847,178.67428028255776,179.07872171883292,61.88191863538778,68.85825612484489,57.1807850768734,52.35990294768734
Boat_Pose_or_Paripurna_Navasana_,159.11043977334683,158.1765660273675,164.45822967120478,156.02879717352323,44.66698327626517,47.97368034847318,65.00924387458868,58.58081648847071
Boat_Pose_or_Paripurna_Navasana_,148.00871716639796,146.6135485880617,103.82067462397862,107.09090950354934,51.00456054389583,45.47158932573358,48.35676310568574,52.43683568349385
Boat_Pose_or_Paripurna_Navasana_,31.498378027570237,31.638076300900234,163.10224730833158,170.18802855451784,17.458650964684445,98.31511330171615,75.5738417040884,89.42595233982495
Boat_Pose_or_Paripurna_Navasana_,161.89255887139262,150.81468447773594,152.82594960969956,158.88905606478323,60.08937823422272,42.13321962498626,60.823888174183864,68.66581461021478
Boat_Pose_or_Paripurna_Navasana_,161.62216335784325,149.24201490819982,174.5979050227752,173.84077236103047,37.76177574313941,28.804596729132793,59.45229525314684,59.3101713095391
Boat_Pose_or_Paripurna_Navasana_,171.91511046665246,170.46982909380046,169.28169360160578,172.27535637874217,56.578250696387,54.59888740173909,67.12597255121999,70.52564880693234
Boat_Pose_or_Paripurna_Navasana_,146.27107288981978,148.09024283663788,162.07559974847968,155.25099926121894,37.44470379386671,35.008941782511634,67.66391833437122,67.43963258551487
Boat_Pose_or_Paripurna_Navasana_,163.4936725683369,161.27804948883602,115.88629891065811,114.85780169895861,58.335421344017405,56.695306266220875,42.974555113706394,46.47615989972088
Boat_Pose_or_Paripurna_Navasana_,127.47734363845639,112.01724080938551,175.41349400571323,178.57773878300102,25.355721295727797,29.376123387857664,49.744977384647804,41.120237096267005
Boat_Pose_or_Paripurna_Navasana_,117.62899619362007,72.41723490046763,172.16636066440208,174.6484657464566,29.735908051982175,41.818399850489484,46.2464855109832,37.88247396273848
Boat_Pose_or_Paripurna_Navasana_,150.3098230099193,159.36864780499502,175.39530212710656,174.5444776458636,68.5012028654382,72.22676963930905,58.184506848619115,56.09995169896717
Boat_Pose_or_Paripurna_Navasana_,152.99684094081513,161.46708751699782,167.2818800032751,165.47023866677407,25.19571429905873,32.893908276881575,59.18117065183236,58.536033018896866
Boat_Pose_or_Paripurna_Navasana_,164.0185468176126,153.34568491419125,179.00194147188478,176.16781717222057,50.92391908395925,60.03300434898867,62.359295407841664,57.20655842686876
Boat_Pose_or_Paripurna_Navasana_,166.02113835953665,174.14781566165806,178.91855704881422,163.30283097770953,20.313772093716853,28.23796939274415,99.71276059824687,92.75525211236142
Boat_Pose_or_Paripurna_Navasana_,157.61832255184046,154.2794877557772,178.43470157117932,173.2772214181838,60.989761643746284,57.27169404612215,61.871201279436626,61.939757191373246
Boat_Pose_or_Paripurna_Navasana_,153.06203409026512,166.10601038195054,163.99719427087766,162.9509487219101,64.64870563103337,71.05605435557871,59.01357704179575,60.32218556667906
Boat_Pose_or_Paripurna_Navasana_,167.25014785260908,156.90838366518392,117.37961589832653,108.40614210289228,53.2220458131604,44.623140758737016,57.41377192105648,59.18101239869396
Boat_Pose_or_Paripurna_Navasana_,168.50783485137998,171.3485102143127,171.16330490005623,173.25962012638914,53.22210090646363,51.01026070750449,81.12788458984946,82.08888642146322
Boat_Pose_or_Paripurna_Navasana_,141.983631926964,152.20691834360235,110.78529801079692,106.56266883110068,43.31286950683233,46.860829268164046,35.09122769431315,37.07361261254845
Boat_Pose_or_Paripurna_Navasana_,165.10174596235672,157.54945452179476,177.25258047117262,177.63441857116803,61.98062910301456,57.41941476724381,70.20452915883928,69.69083737528408
Boat_Pose_or_Paripurna_Navasana_,164.65460992777258,177.32145309607935,179.85540491968007,173.42149265535227,49.21609670148152,59.72986888699687,48.10266594014286,48.20950350167833
Boat_Pose_or_Paripurna_Navasana_,168.17602208845196,169.13738345758946,172.22500885536974,171.42906756465555,176.84356840719988,168.4697121340344,72.4246173461698,74.08080265448652
Boat_Pose_or_Paripurna_Navasana_,158.61007108629732,158.04420450318133,172.09842447962762,167.53490502194737,61.25824362795876,60.842311963424045,60.712583757245746,57.6802942981825
Boat_Pose_or_Paripurna_Navasana_,176.8397887856684,151.33263806087106,142.6522104252032,144.6631861263567,47.22257710905831,6.5812729558531915,27.19467459062978,38.9011055791566
Boat_Pose_or_Paripurna_Navasana_,70.04756074458143,89.64727283139389,166.57499071380246,157.70993347282948,4.289456952698012,23.410695802711114,32.06662246693642,25.465536849731617
Boat_Pose_or_Paripurna_Navasana_,179.1107739402162,169.17842781697823,169.13425641162004,169.0573108938903,60.29351621908324,52.077718766817576,62.537330882387515,56.36191425433488
Boat_Pose_or_Paripurna_Navasana_,156.19923774921287,133.91704369776957,150.05409803025776,167.40843085025958,18.284191887475977,21.39325352103978,63.97604330449359,64.8463100586492
Boat_Pose_or_Paripurna_Navasana_,160.42911530346356,168.3017127367703,176.21073678876746,176.52670602038947,118.06929827344726,124.13140552190814,31.311277522077805,31.616287548640727
Boat_Pose_or_Paripurna_Navasana_,179.7950831442592,142.97249294906877,109.8637776978976,97.50878661920183,54.814098169046844,50.364628359322836,55.06333574580047,53.425748521210046
Boat_Pose_or_Paripurna_Navasana_,148.34093384609196,154.93763385512113,166.11333076787787,163.499783164319,38.53404071678424,44.066602264581014,54.77699187295513,56.0094889353705
Boat_Pose_or_Paripurna_Navasana_,68.90874322769518,137.48741118377396,91.39730915128722,77.86861679347658,1.3177800664314399,68.07821002329682,57.25638511207455,40.91076737045476
Boat_Pose_or_Paripurna_Navasana_,164.80401786909033,173.41544988015147,172.23877066906272,168.08493237257878,54.252227775365824,65.92647731427577,70.1256936707615,59.25854690288292
Boat_Pose_or_Paripurna_Navasana_,161.69884919275097,167.04109829676958,179.84248258584253,177.96994354765616,118.08826894605116,123.15663930011952,36.78703193621383,32.55809208007002
Boat_Pose_or_Paripurna_Navasana_,129.9179462057911,153.77210780978615,172.11035715678221,175.38902140394424,87.04619732109065,90.90457415825995,29.89228030169656,36.68379245570439
Boat_Pose_or_Paripurna_Navasana_,150.79806014482844,143.06059237215547,105.73738632836967,111.76386466443437,55.41167417537077,39.09498551573685,48.161388451732414,54.541766889382664
Boat_Pose_or_Paripurna_Navasana_,147.8886689944933,168.79340780130534,101.69750580012986,107.44137449092626,34.94934454753927,49.58768002491555,50.12000997955966,52.833337447078954
Boat_Pose_or_Paripurna_Navasana_,156.1900085593781,159.34652214716866,177.09514476723987,178.89771885922943,85.98176414082212,81.04527411932867,54.43739713658184,59.49475176104975
Boat_Pose_or_Paripurna_Navasana_,169.7511255480094,163.50178720938615,173.81065393589395,174.9827664287316,115.76723920477123,110.71542947660839,37.3276116032712,38.60041725564877
Boat_Pose_or_Paripurna_Navasana_,152.03250815367502,157.36384019262627,173.6114580055647,166.23240810977683,49.157527194100496,52.66018092272486,72.10429184434575,68.60067122309259
Boat_Pose_or_Paripurna_Navasana_,172.082277701611,172.56750648335165,164.46028395833463,170.2477404069766,68.65439028175832,65.4280823894088,65.04220702131379,71.18861199922213
Boat_Pose_or_Paripurna_Navasana_,149.7937407420936,120.0756153140697,176.39844964118564,152.22116258702536,49.26258369633661,19.88330219589115,47.58831433395767,64.92027279202087
Boat_Pose_or_Paripurna_Navasana_,159.95121735668667,169.33146669795585,148.01296755996046,178.5822453911399,100.74436987813718,120.04441915753605,77.08906431826315,156.7464245145891
Boat_Pose_or_Paripurna_Navasana_,156.3997317764891,164.33546854820327,149.56617614129775,163.4389538734425,31.41593741316136,29.28695814682349,119.89007972594288,127.73614788466881
Boat_Pose_or_Paripurna_Navasana_,149.594274876431,158.4232268069449,93.07265528602484,85.69569697601982,45.69528887240653,59.548836466043916,43.18168064570469,34.23081234335419
Boat_Pose_or_Paripurna_Navasana_,176.58030604555537,158.6933028792172,105.25997416989746,103.19827639739103,0.34868564296108007,20.41378372886296,24.061982922533744,35.73770227713575
Boat_Pose_or_Paripurna_Navasana_,170.14980210376444,167.96255085676026,178.23839247586133,174.65072098697615,89.17298292831371,96.1813627328834,61.23876353116646,59.68754429851379
Boat_Pose_or_Paripurna_Navasana_,160.18815164607634,158.48514989193455,167.60471607010658,165.9712314514522,81.29103699816936,76.09340445647884,67.82823799348974,71.46496446691555
Boat_Pose_or_Paripurna_Navasana_,126.87156861495113,134.12738633802408,173.81282577248314,170.50757273467855,51.927910928421525,61.07894325603997,49.02247237152205,42.206820352036736
Boat_Pose_or_Paripurna_Navasana_,162.59706566070304,171.23439261736073,162.24496273148517,162.73421016978443,74.88078795960737,111.12901012573124,61.169428965769136,43.236498645445074
Boat_Pose_or_Paripurna_Navasana_,153.51131906738487,165.8608237079478,163.77244989347872,164.11814018577218,46.10037750315681,50.55008776502148,57.083673056462274,60.96714102639174
Boat_Pose_or_Paripurna_Navasana_,153.84350728898997,157.4403073127464,169.06760458375592,158.53085170477453,26.752248659834276,25.81005441698661,89.10128224146388,90.61864251906383
Boat_Pose_or_Paripurna_Navasana_,138.82982329149561,179.244426967193,174.59632078213872,176.5999067750577,148.9289915538697,178.99134050947038,28.18462464052567,55.69999584818491
Boat_Pose_or_Paripurna_Navasana_,148.73048509314302,146.5282388746201,171.49175309835675,170.48655712735854,76.03966827729661,71.44286191326813,36.65900191961568,36.173110108838664
Boat_Pose_or_Paripurna_Navasana_,176.03347732854016,170.4536467107609,117.2291400954656,116.2423617290276,58.76236991732086,58.48634034897309,57.712910666154826,49.703739398739465
Boat_Pose_or_Paripurna_Navasana_,172.05052759372091,173.17707356293187,178.9095204117036,174.13230187057817,125.39753182398009,128.15910263534468,32.011613944179025,29.238901147110703
Boat_Pose_or_Paripurna_Navasana_,176.98497748060595,173.66528320867818,172.79406826941795,138.92466517234672,7.3665684320290765,35.39565174062625,177.77671409304511,105.83011012971318
Boat_Pose_or_Paripurna_Navasana_,144.3935807655008,139.52379921708774,173.14562994960548,170.97870469859043,105.88389411677568,107.32504993182006,25.112392368074993,21.119932808681092
Boat_Pose_or_Paripurna_Navasana_,171.18373344082528,173.00350613880525,175.4559000743596,174.04009618565817,68.97329345624499,68.00734513435084,107.50808539354921,107.36971431514822
Boat_Pose_or_Paripurna_Navasana_,166.70549834208467,161.36103104029718,179.46331426506956,170.28852728738417,56.18387870591828,52.80422592721145,66.16222980055697,63.969056601491985
Boat_Pose_or_Paripurna_Navasana_,151.33459506223204,161.19852549551388,105.78666480140497,97.40583273844813,3.687147749642513,3.5065931049267305,52.850808618711056,50.35988452683093
Boat_Pose_or_Paripurna_Navasana_,160.25272819885845,176.75789835159625,165.60672592870839,162.37337423413578,49.29881217291622,70.56439887758208,55.22125852270637,50.71911210358705
Boat_Pose_or_Paripurna_Navasana_,168.10880305840314,158.72747176705855,89.32996219724988,86.83602939320761,56.14807031374884,50.242382996383476,40.29623261761668,42.64245507160769
Boat_Pose_or_Paripurna_Navasana_,78.66750864438441,86.56933995767301,147.27752812853973,142.87357744699796,76.18780269554345,84.18920220689729,66.52628696917952,18.936769636741932
Boat_Pose_or_Paripurna_Navasana_,148.0691394865829,170.66542306499844,166.67621153428806,163.34067572295197,149.80637159712327,173.111432298152,27.20646986075503,20.510739502457305
Boat_Pose_or_Paripurna_Navasana_,157.48401946345646,161.9451449892207,165.08528414181072,161.92442255741304,33.86208192478534,37.053636778155855,69.7971693644857,72.63594965251946
Boat_Pose_or_Paripurna_Navasana_,174.77804702015985,164.69455187405399,160.65303173581356,160.48098538963097,2.865505013518915,27.815076734694767,29.999344723113722,43.93918382333931
Boat_Pose_or_Paripurna_Navasana_,162.65873495992875,167.8281390357849,178.8120539711034,179.48380731933753,112.34384248596817,117.41297142997519,39.47217619923419,34.28757282268545
Boat_Pose_or_Paripurna_Navasana_,174.13565647707645,157.66011023795457,168.9593550025839,175.1878774782662,138.56740318218098,24.78145838940292,96.30960466683663,90.13984992081433
Boat_Pose_or_Paripurna_Navasana_,76.74548291214776,80.30308095793998,173.9419900093726,157.55668475831772,68.42929459083713,62.84572336044598,26.82948281971163,20.20455137972239
Boat_Pose_or_Paripurna_Navasana_,143.3990308486462,135.4843741443503,178.08959229131406,166.48761281491966,84.04929826286575,66.64287478131551,40.31024616654931,45.0683515474572
Boat_Pose_or_Paripurna_Navasana_,166.34323470643932,169.08409333891385,175.29209514458697,179.92706081545165,104.8861474707056,106.0878593360118,49.914595909161534,48.01672512766413
Boat_Pose_or_Paripurna_Navasana_,163.46171553081422,163.1144683155321,166.6211361647278,164.56545406061488,73.89400840122153,106.97656002222728,58.392775659710686,39.386502221321614
Boat_Pose_or_Paripurna_Navasana_,152.68513204505967,152.5564919201459,152.30341987708704,153.2660190740433,32.026192857337186,33.246419325436854,66.38423047083059,66.12346323683974
Boat_Pose_or_Paripurna_Navasana_,164.37716601326989,168.99040171391002,156.9047460997277,162.75605082827178,34.79486121538924,29.72833059317143,87.24145574452608,98.1628167976308
Boat_Pose_or_Paripurna_Navasana_,165.7501451610964,168.6681020693876,174.1941239310245,176.687804599896,102.79781947632235,109.43166886455182,45.21531216055346,39.4684283106111
Boat_Pose_or_Paripurna_Navasana_,145.36832078307023,162.77788121655237,164.38127285060406,59.52030292708764,68.56227667562659,83.35878512038893,75.12135241286369,85.34757828393604
Boat_Pose_or_Paripurna_Navasana_,133.9357556070842,141.81879290878237,178.85897172267465,174.9410832945817,54.62347200260834,62.59895857857713,48.67439293271638,50.51428707726236
Boat_Pose_or_Paripurna_Navasana_,123.84490805707391,140.80858800060886,113.08939292394263,113.37769898041,31.85885307189161,41.51764618288204,46.39325101327027,50.38712240924028
Boat_Pose_or_Paripurna_Navasana_,160.04388569089951,172.09581989502578,172.58859053542022,159.84720604156087,0.7112631637330881,43.65059816583208,75.65643387400112,46.264120683897104
Boat_Pose_or_Paripurna_Navasana_,175.14953834160013,166.55237812936102,177.51878139056774,174.67127064042978,83.73390736971903,81.04967227604386,72.73219400502197,68.13389421856589
Boat_Pose_or_Paripurna_Navasana_,145.43495211537197,144.68949136965304,167.9958973141398,169.96673189164648,17.06324958856975,14.105351107252153,94.46801735225229,97.40083769009068
Boat_Pose_or_Paripurna_Navasana_,144.75046687090543,144.62925928955124,165.31911311854748,163.8164932194449,17.494922600970042,11.940375934595078,93.2151423392427,94.54699647716039
Boat_Pose_or_Paripurna_Navasana_,164.79955716658012,163.6835861911427,168.22763046764337,160.2441688988106,57.010027529912946,56.8411484158082,70.34576387536484,65.29214304380761
Boat_Pose_or_Paripurna_Navasana_,156.81130015490433,153.12403132608932,165.83526610188213,175.02998759078173,14.300879602954709,9.2964123240787,131.12118531106418,134.12317627018177
Boat_Pose_or_Paripurna_Navasana_,163.86701531605243,166.24363050822888,173.19343949088446,176.8959333808942,88.81028691903016,92.32901409543143,75.05819821804576,70.0207628313387
Boat_Pose_or_Paripurna_Navasana_,156.48589545576942,157.1079083994037,168.14572197596613,166.10613595522028,79.77050128796526,74.75916220058475,67.671849769423,71.68552407178312
Boat_Pose_or_Paripurna_Navasana_,153.2472195820472,148.39484924781198,119.64755828792373,118.1445269674378,67.97611295463625,63.72547698569143,42.4764778786591,40.622816492934525
Boat_Pose_or_Paripurna_Navasana_,157.49948105173402,159.63001881939297,174.09592930981265,165.51294033234592,25.182653430865415,27.24778041597175,105.21368187625004,101.58236260684326
Boat_Pose_or_Paripurna_Navasana_,163.88682250005684,151.65806356600424,177.99170818169108,176.61961745329816,36.95494668202395,31.073411821788667,75.30189137199388,76.98288482490358
Boat_Pose_or_Paripurna_Navasana_,159.77575302390827,163.05638604365907,56.81270639103689,52.87162152726463,63.25720310677595,64.68649858895402,56.445073765609166,54.234466982696595
Boat_Pose_or_Paripurna_Navasana_,166.407873329433,153.38364269421146,160.35855334324586,168.6495041835211,43.16595165469679,34.665318862400206,68.62433094951272,73.64504396571616
Boat_Pose_or_Paripurna_Navasana_,147.02879712387494,143.27991535359988,174.1240151716393,175.14525254287105,45.18595355381623,46.515506611166906,65.31634575113044,67.8731017086327
Bound_Angle_Pose_or_Baddha_Konasana_,169.66851696737774,168.62879228626477,67.00540819963302,73.52592879701633,24.275386867153397,25.620019469750478,53.026814318153875,23.789660748272777
Bound_Angle_Pose_or_Baddha_Konasana_,128.08065424569287,124.84808673823568,31.70665287982275,30.945583627102955,34.50780520497167,35.45932083537292,77.32992124559179,79.88051514708145
Bound_Angle_Pose_or_Baddha_Konasana_,169.27438852472676,166.17613214584887,62.7082553450613,41.471251312889,10.678192962271966,9.363988169440997,136.15376347834268,92.05489473305428
Bound_Angle_Pose_or_Baddha_Konasana_,83.48659887158718,177.7347277548185,113.43921566004555,115.92535560844917,82.06105692166526,21.698208613186736,41.50283468614257,1.2363819563949732
Bound_Angle_Pose_or_Baddha_Konasana_,150.08691225029415,142.2922956563297,20.576619188275792,18.12021721881645,10.909189878421486,10.846983090031848,86.94458347413952,90.58797946540066
Bound_Angle_Pose_or_Baddha_Konasana_,173.7763879429462,176.8532640777181,38.47065816980792,39.53028992285819,8.848008973896778,7.129382667534458,104.93785502162405,96.89614584830622
Bound_Angle_Pose_or_Baddha_Konasana_,139.00115020636235,145.92638071201358,60.00855658614536,102.85700980288233,131.77312987259094,55.45936344106798,97.65851213263142,108.7377415261336
Bound_Angle_Pose_or_Baddha_Konasana_,156.4276161027867,169.61986328609996,19.2187643062468,18.955870336737178,12.473365518832207,7.333735627487304,72.54557472181213,69.57984629964942
Bound_Angle_Pose_or_Baddha_Konasana_,135.03362365844094,136.26593423848908,21.635632047579396,24.469096076264133,31.400880460527436,26.81578796083528,78.86020291483591,85.46645740022413
Bound_Angle_Pose_or_Baddha_Konasana_,178.37446902263062,179.53667365250863,27.8337003980126,26.015969647725644,5.200291514299504,2.58940270327208,92.76576385079098,90.85439252163162
